"Species","specialization_NHD","specialization_FAG","Class","Order","Family","Habitats_IUCN","specialization"
"Erinaceus concolor","human_dominated","generalist","Mammalia","Erinaceomorpha","Erinaceidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Forest - Temperate [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]","human_dominated"
"Erinaceus europaeus","human_dominated","generalist","Mammalia","Erinaceomorpha","Erinaceidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]","human_dominated"
"Erinaceus roumanicus","human_dominated","generalist","Mammalia","Erinaceomorpha","Erinaceidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]","human_dominated"
"Erithacus rubecula","human_dominated","generalist","Aves","Passeriformes","Muscicapidae","Forest - Boreal [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Boreal [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Temperate [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Temperate [Suitable]; Shrubland - Boreal [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Boreal [Suitable]","human_dominated"
"Estrilda astrild","human_dominated","generalist","Aves","Passeriformes","Estrildidae","Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Savanna - Dry [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]","human_dominated"
"Estrilda melpoda","human_dominated","forest","Aves","Passeriformes","Estrildidae","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Savanna - Dry [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Forest - Subtropical/Tropical Moist Lowland [Suitable]","human_dominated"
"Eudromias morinellus","human_dominated","agriculture","Aves","Charadriiformes","Charadriidae","Grassland - Temperate [Suitable]; Grassland - Tundra [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]","human_dominated"
"Eutamias sibiricus","natural","forest","Mammalia","Rodentia","Sciuridae","Shrubland - Boreal [Suitable]; Forest - Boreal [Suitable]; Forest - Temperate [Suitable]","natural"
"Falco biarmicus","human_dominated","forest","Aves","Falconiformes","Falconidae","Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]","human_dominated"
"Falco cherrug","natural","generalist","Aves","Falconiformes","Falconidae","Grassland - Temperate [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]","natural"
"Falco columbarius","human_dominated","generalist","Aves","Falconiformes","Falconidae","Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Forest - Temperate [Suitable]; Grassland - Temperate [Suitable]; Grassland - Tundra [Suitable]; Forest - Boreal [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Boreal [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]","human_dominated"
"Falco eleonorae","natural","generalist","Aves","Falconiformes","Falconidae","Marine Intertidal - Rocky Shoreline [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]","natural"
"Falco naumanni","human_dominated","agriculture","Aves","Falconiformes","Falconidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Grassland - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]","human_dominated"
"Falco peregrinus","human_dominated","forest","Aves","Falconiformes","Falconidae","Grassland - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Shrubland - Temperate [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Forest - Temperate [Suitable]; Forest - Temperate [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]","human_dominated"
"Falco rusticolus","human_dominated","generalist","Aves","Falconiformes","Falconidae","Artificial/Terrestrial - Arable Land [Suitable]; Forest - Boreal [Suitable]; Grassland - Tundra [Suitable]; Grassland - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks [Suitable]; Shrubland - Temperate [Suitable]","human_dominated"
"Falco subbuteo","human_dominated","generalist","Aves","Falconiformes","Falconidae","Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Savanna - Dry [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]","human_dominated"
"Falco tinnunculus","human_dominated","generalist","Aves","Falconiformes","Falconidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]","human_dominated"
"Falco vespertinus","human_dominated","generalist","Aves","Falconiformes","Falconidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]","human_dominated"
"Felis silvestris","human_dominated","generalist","Mammalia","Carnivora","Felidae","Artificial/Terrestrial - Pastureland [Marginal]; Rocky areas (eg. inland cliffs, mountain peaks) [Marginal]; Forest - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Marginal]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Unknown]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Marginal]; Forest - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Arable Land [Marginal]; Wetlands (inland) - Shrub Dominated Wetlands [Suitable]","human_dominated"
"Ficedula albicollis","human_dominated","generalist","Aves","Passeriformes","Muscicapidae","Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]","human_dominated"
"Ficedula hypoleuca","human_dominated","generalist","Aves","Passeriformes","Muscicapidae","Artificial/Terrestrial - Arable Land [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]","human_dominated"
"Ficedula parva","human_dominated","forest","Aves","Passeriformes","Muscicapidae","Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","human_dominated"
"Ficedula semitorquata","human_dominated","generalist","Aves","Passeriformes","Muscicapidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]","human_dominated"
"Fratercula arctica","natural","generalist","Aves","Charadriiformes","Alcidae","Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Oceanic - Mesopelagic (200-1000m) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Oceanic - Mesopelagic (200-1000m) [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Grassland - Temperate [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Grassland - Subarctic [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]","natural"
"Fringilla coelebs","human_dominated","generalist","Aves","Passeriformes","Fringillidae","Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Boreal [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Boreal [Suitable]; Forest - Boreal [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]","human_dominated"
"Fringilla montifringilla","human_dominated","generalist","Aves","Passeriformes","Fringillidae","Forest - Temperate [Suitable]; Shrubland - Boreal [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Forest - Boreal [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","human_dominated"
"Fulica atra","human_dominated","agriculture","Aves","Gruiformes","Rallidae","Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Aquaculture Ponds [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Aquaculture Ponds [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Marine Neritic - Estuaries [Marginal]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Macroalgal/Kelp [Marginal]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Neritic - Seagrass (Submerged) [Marginal]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Marine Neritic - Subtidal Sandy [Marginal]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Marginal]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Marginal]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Marginal]; Artificial/Aquatic - Excavations (open) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Excavations (open) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]","human_dominated"
"Fulica cristata","human_dominated","generalist","Aves","Gruiformes","Rallidae","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]","human_dominated"
"Fulmarus glacialis","natural","generalist","Aves","Procellariiformes","Procellariidae","Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Oceanic - Epipelagic (0-200m) [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]","natural"
