"Binomial.Name","specialization_FAG","Class","Order","Family","Habitats_IUCN","specialization"
"Curruca communis","generalist","Aves","Passeriformes","Sylviidae","Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Savanna - Dry [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","generalist"
"Curruca conspicillata","generalist","Aves","Passeriformes","Sylviidae","Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Desert - Hot [Suitable]","generalist"
"Curruca crassirostris","forest","Aves","Passeriformes","Sylviidae","Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Savanna - Dry [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]","forest"
"Curruca curruca","generalist","Aves","Passeriformes","Sylviidae","Shrubland - Subtropical/Tropical Dry [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]; Savanna - Dry [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Temperate [Suitable]","generalist"
"Curruca hortensis","forest","Aves","Passeriformes","Sylviidae","Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Savanna - Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","forest"
"Curruca melanocephala","generalist","Aves","Passeriformes","Sylviidae","Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","generalist"
"Curruca nisoria","generalist","Aves","Passeriformes","Sylviidae","Forest - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Savanna - Dry [Suitable]","generalist"
"Curruca ruppeli","generalist","Aves","Passeriformes","Sylviidae","Shrubland - Subtropical/Tropical Dry [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]","generalist"
"Curruca subalpina","generalist","Aves","Passeriformes","Sylviidae","Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Savanna - Dry [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]","generalist"
"Curruca undata","forest","Aves","Passeriformes","Sylviidae","Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]","forest"
"Cursorius cursor","generalist","Aves","Charadriiformes","Glareolidae","Other [Suitable]; Grassland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]","generalist"
"Cyanistes caeruleus","generalist","Aves","Passeriformes","Paridae","Forest - Subtropical/Tropical Moist Montane [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Subtropical/Tropical High Altitude [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Subtropical/Tropical High Altitude [Suitable]; Forest - Temperate [Suitable]; Desert - Hot [Suitable]; Forest - Subtropical/Tropical Moist Montane [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Desert - Hot [Suitable]; Shrubland - Temperate [Suitable]; Forest - Temperate [Suitable]","generalist"
"Cyanopica cooki","generalist","Aves","Passeriformes","Corvidae","Forest - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]","generalist"
"Cyanopica cyanus","forest","Aves","Passeriformes","Corvidae","Forest - Subtropical/Tropical Moist Lowland [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Subtropical/Tropical Moist Montane [Suitable]","forest"
"Cygnus atratus","generalist","Aves","Anseriformes","Anatidae","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]","generalist"
"Cygnus cygnus","agriculture","Aves","Anseriformes","Anatidae","Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]","agriculture"
"Cygnus olor","agriculture","Aves","Anseriformes","Anatidae","Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Artificial/Aquatic - Excavations (open) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Artificial/Aquatic - Excavations (open) [Suitable]","agriculture"
"Dama dama","forest","Mammalia","Artiodactyla","Cervidae","Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Subtropical/Tropical Heavily Degraded Former Forest [Suitable]; Shrubland - Temperate [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]","forest"
"Delichon urbicum","generalist","Aves","Passeriformes","Hirundinidae","Grassland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Subtropical/Tropical Moist Lowland [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Grassland - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Savanna - Dry [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","generalist"
"Dendrocopos leucotos","forest","Aves","Piciformes","Picidae","Forest - Temperate [Suitable]; Forest - Boreal [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]","forest"
"Dendrocopos major","forest","Aves","Piciformes","Picidae","Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Boreal [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]","forest"
"Dendrocopos syriacus","generalist","Aves","Piciformes","Picidae","Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Temperate [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]; Forest - Subtropical/Tropical Moist Montane [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]","generalist"
"Dinaromys bogdanovi","generalist","Mammalia","Rodentia","Cricetidae","Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]","generalist"
"Dryobates minor","forest","Aves","Piciformes","Picidae","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Forest - Temperate [Suitable]; Forest - Boreal [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Forest - Boreal [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]","forest"
"Dryocopus martius","forest","Aves","Piciformes","Picidae","Forest - Boreal [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]; Forest - Temperate [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]; Forest - Temperate [Suitable]; Forest - Boreal [Suitable]","forest"
"Dryomys nitedula","forest","Mammalia","Rodentia","Gliridae","Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Temperate [Suitable]; Forest - Boreal [Marginal]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Forest - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]; Forest - Subtropical/Tropical Moist Lowland [Suitable]","forest"
"Egretta garzetta","generalist","Aves","Pelecaniformes","Ardeidae","Marine Neritic - Estuaries [Suitable]; Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats [Suitable]; Marine Intertidal - Tidepools [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]","generalist"
"Egretta gularis","forest","Aves","Pelecaniformes","Ardeidae","Outer Reef Channel [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Inter-Reef Soft Substrate [Suitable]; Marine Intertidal - Tidepools [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Inter-Reef Rubble Substrate [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Back Slope [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Foreslope (Outer Reef Slope) [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Forest - Subtropical/Tropical Mangrove Vegetation Above High Tide Level [Suitable]; Lagoon [Suitable]","forest"
"Elanus caeruleus","generalist","Aves","Accipitriformes","Accipitridae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Artificial/Aquatic - Aquaculture Ponds [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Forest - Temperate [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Savanna - Dry [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]","generalist"
"Eliomys quercinus","forest","Mammalia","Rodentia","Gliridae","Artificial/Terrestrial - Plantations [Marginal]; Forest - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Artificial/Terrestrial - Rural Gardens [Marginal]","forest"
"Emberiza aureola","forest","Aves","Passeriformes","Emberizidae","Shrubland - Boreal [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","forest"
"Emberiza caesia","agriculture","Aves","Passeriformes","Emberizidae","Grassland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Marginal]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","agriculture"
"Emberiza calandra","agriculture","Aves","Passeriformes","Emberizidae","Grassland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]","agriculture"
"Emberiza cia","forest","Aves","Passeriformes","Emberizidae","Forest - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Temperate [Suitable]","forest"
"Emberiza cirlus","generalist","Aves","Passeriformes","Emberizidae","Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","generalist"
"Emberiza citrinella","generalist","Aves","Passeriformes","Emberizidae","Artificial/Terrestrial - Arable Land [Suitable]; Grassland - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Forest - Temperate [Suitable]","generalist"
